Item LC 116;Descrição Item;NBS;DESCRIÇÃO NBS;INDOP;Local incidência IBS;cClassTrib;nome cClassTrib;;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.12.00;Serviços de gravação de som ao vivo;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.37.00;Serviços de projeto e edição de som em obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.37.00;Serviços de projeto e edição de som em obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.02;Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.;1.2501.39.00;Serviços de pós-produção de obras audiovisuais não classificados em subposições anteriores;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.11.00;Serviços fotográficos de retratos;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.12.00;Serviços fotográficos e videográficos para propaganda;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.13.00;Serviços fotográficos e videográficos de eventos;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.14.00;Serviços fotográficos especiais ;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.15.00;Serviços de restauração e retoque de fotografias ;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.19.00;Serviços fotográficos e videográficos não classificados em subposições anteriores;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.1408.20.00;Serviços de processamento de fotografias;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2101.23.00;Serviços de reprodução de mídia gravada;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.31.00;Serviços de edição de obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.31.00;Serviços de edição de obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.32.00;Serviços de duplicação e transferência de obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.32.00;Serviços de duplicação e transferência de obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.33.00;Serviços de correção de cor e restauração digital de obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.33.00;Serviços de correção de cor e restauração digital de obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.34.00;Serviços de efeitos visuais em obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.34.00;Serviços de efeitos visuais em obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.35.00;Serviços de animação;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.35.00;Serviços de animação;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.36.00;Serviços de legendas, títulos e dublagem em obras audiovisuais;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.39.00;Serviços de pós-produção de obras audiovisuais não classificados em subposições anteriores;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.90.00;Serviços de produção audiovisual, de apoio e relacionados não classificados em subposições anteriores;100301;Domicílio principal do adquirente;200039;Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X);;
13.03;Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.;1.2501.90.00;Serviços de produção audiovisual, de apoio e relacionados não classificados em subposições anteriores;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.04;Reprografia, microfilmagem e digitalização.;1.1806.51.00;Serviços de fotocópias e outros serviços de reprodução de documentos;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.05;Composição Gráfica, Inclusive Confecção De Impressos Gráficos, Fotocomposição, Clicheria, Zincografia, Litografia E Fotolitografia, Exceto Se Destinados A Posterior Operação De Comercialização Ou Industrialização, Ainda Que Incorporados, De Qualquer Forma, A Outra Mercadoria Que Deva Ser Objeto De Posterior Circulação, Tais Como Bulas, Rótulos, Etiquetas, Caixas, Cartuchos, Embalagens E Manuais Técnicos E De Instrução, Quando Ficarão Sujeitos Ao ICMS.;1.2101.10.00;Serviços de editoração;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.05;Composição Gráfica, Inclusive Confecção De Impressos Gráficos, Fotocomposição, Clicheria, Zincografia, Litografia E Fotolitografia, Exceto Se Destinados A Posterior Operação De Comercialização Ou Industrialização, Ainda Que Incorporados, De Qualquer Forma, A Outra Mercadoria Que Deva Ser Objeto De Posterior Circulação, Tais Como Bulas, Rótulos, Etiquetas, Caixas, Cartuchos, Embalagens E Manuais Técnicos E De Instrução, Quando Ficarão Sujeitos Ao ICMS.;1.2101.21.00;Serviços de impressão;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
13.05;Composição Gráfica, Inclusive Confecção De Impressos Gráficos, Fotocomposição, Clicheria, Zincografia, Litografia E Fotolitografia, Exceto Se Destinados A Posterior Operação De Comercialização Ou Industrialização, Ainda Que Incorporados, De Qualquer Forma, A Outra Mercadoria Que Deva Ser Objeto De Posterior Circulação, Tais Como Bulas, Rótulos, Etiquetas, Caixas, Cartuchos, Embalagens E Manuais Técnicos E De Instrução, Quando Ficarão Sujeitos Ao ICMS.;1.2101.22.00;Serviços relacionados à impressão;100301;Domicílio principal do adquirente;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.10.00;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.20.00;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.10;Serviços de manutenção e reparação de veículos rodoviários motorizados;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.31.20;Serviços de manutenção e reparação de veículos rodoviários não motorizados;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.32.00;Serviços de manutenção e reparação de veículos sobre trilhos;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.33.00;Serviços de manutenção e reparação de veículos aquaviários;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.10;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.20;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.34.30;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais ;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;050101;local da prestação;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;050102;local da prestação;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;050103;local da prestação;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.35.00;Serviços de manutenção e reparação de veículos militares;050104;local da prestação;200044;Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI);;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
14.01;Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).;1.2001.39.00;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
